0.137177718	0.1	0.160142349	180	7.35	0.25
0.264594379	0.1	0.37366548	180	7.35	0.25
0.3545065	0.1	0.729537367	180	7.35	0.25
0.415054107	0.1	1.15658363	180	7.35	0.25
0.4837766	0.1	1.619217082	180	7.35	0.25
0.547612753	0.1	2.117437722	180	7.35	0.25
0.539623793	0.1	2.651245552	180	7.35	0.25
0.562631999	0.1	3.113879004	180	7.35	0.25
0.543260949	0.1	3.790035587	180	7.35	0.25
0.58425158	0.1	4.323843416	180	7.35	0.25
0.579586027	0.1	5.035587189	180	7.35	0.25
0.618920764	0.1	5.498220641	180	7.35	0.25
0.591339967	0.1	6.03202847	180	7.35	0.25
0.620913647	0.1	6.601423488	180	7.35	0.25
0.639105236	0.1	7.31316726	180	7.35	0.25
0.639349263	0.1	8.060498221	180	7.35	0.25
0.616654804	0.1	8.558718861	180	7.35	0.25
0.651149684	0.1	9.199288256	180	7.35	0.25
0.667697001	0.1	9.87544484	180	7.35	0.25
0.587859685	0.1	10.37366548	180	7.35	0.25
0.637036822	0.1	10.97864769	180	7.35	0.25
0.674855109	0.1	11.79715302	180	7.35	0.25
0.696265524	0.1	12.36654804	180	7.35	0.25
0.716089767	0.1	13.07829181	180	7.35	0.25
0.717919965	0.1	13.68327402	180	7.35	0.25
0.667586608	0.1	14.53736655	180	7.35	0.25
0.695550875	0.1	15.17793594	180	7.35	0.25
0.674523931	0.1	15.78291815	180	7.35	0.25
